,Headline,Body ID,Stance
0,Insurgents killed in Nigeria despite alleged truce with Boko Haram,2520,unrelated
1,New Audio Reveals Pause in Gunfire When Michael Brown Was Shot: Attorney,2248,unrelated
2,Iraqi Official Dismisses ‘Unfounded’ Reports That ISIS Fighters Have Ebola,1013,unrelated
3,Nigeria says it has deal with Boko Haram to release kidnapped girls,171,unrelated
4,ISIL allegedly kills US journalist in video,2147,discuss
5,North Korea Leader Kim Jong Un Is Still In Charge: Source,2022,unrelated
6,ESPN’s Domestic Abuse Tonight Panel Will Be 100% Dudes,2531,unrelated
7,"Boko Haram Denies Truce, Says Kidnapped Girls Have Been “Married Off”",1374,unrelated
8,Video: Marine saved by helmet after Taliban sniper attack,1734,agree
9,Iraqi social-media rumors claim IS leader slain,1988,unrelated
10,Report claims Kim Jong-un underwent surgery to repair fractured ankles,1854,discuss
11,"Prankster Gives Homeless Man $100, Secretly Follows Him And Learns He Buys Food For Others",2240,unrelated
12,"SMALL METEORITE STRIKES NICARAGUA, GOVERNMENT SAYS",724,unrelated
13,Expert casts doubt on Bunbury man Dylan Thomas’s burrowing stomach-spider story,1602,discuss
14,Female Israeli fighter said abducted by Islamic State  Read more: Female Israeli fighter said abducted by Islamic State,80,unrelated
15,ISIS Getting Ebola,1398,unrelated
16,ISIS Militants Allegedly Contracted Ebola,2261,unrelated
17,Seth Rogen to Star as Steve Wozniak in Sony's Steve Jobs Biopic [Updated],2272,unrelated
18,Hundreds of Palestinians flee floods in Gaza as Israel opens dams,158,agree
19,North Korean dictator Kim Jong-Un to open restaurant in Scotland,972,unrelated
20,NBC weatherman caught urinating in the woods live on air,320,discuss
21,Former British Rapper Reportedly Under Investigation for James Foley Beheading,1237,unrelated
22,Al-Shabaab Terror Group Leader Killed in U.S. Airstrike,1982,discuss
23,'They ate through the ceilings and pooped on the keyboards': Rats are 'taking over' Vogue's new World Trade Center office and Anna Wintour 'no longer wants to work there',992,unrelated
24,Apple Watch battery will require nightly charging,1296,unrelated
25,"Nigeria Says It Struck A Cease-Fire With Boko Haram, But Are They Talking To The Right Guy?",1603,unrelated
26,Are Rumors of the Apple Watch in Feb True?,1760,unrelated
27,IS Fighters Seize Weapons Cache Meant for Kurds,2252,unrelated
28,CNN Plays Alleged Audiotape of Michael Brown ShootingMilitarization Of Police,1179,unrelated
29,New Audio Recording From Ferguson May Capture Michael Brown Shooting,2317,discuss
30,Return of the Mac: Seth Rogen in talks to star as Apple co-founder Steve Wozniak in upcoming Steve Jobs biopic,2124,unrelated
31,Seth Rogen reportedly nabs Steve Wozniak role in Steve Jobs filmSteve Jobs Iconic Moments,1058,unrelated
32,ISIS executioner 'Jihadi John' named by media,1724,discuss
33,Video Purports To Show Beheading Of U.S. Journalist By Militants,1747,discuss
34,Mexico checks if 43 missing students in mass grave,712,unrelated
35,"Is Kim Jong-un's Sister, Kim Yo-jong, Running North Korea In His Mysterious Absence?",706,unrelated
36,Future Apple Watches could include platinum models - report,2389,unrelated
37,Man who skipped work for 24 years is finally fired,432,agree
38,The Pumpkin-Spice Condom Is Just a Figment of Your Own Gross Imagination,608,unrelated
39,Nigeria: hopes for return of kidnapped schoolgirls rise after ceasefire reported,1099,discuss
40,LOL: RICH JOHNSTON SAYS THE BATMOBILE HAS BEEN STOLEN IN DETROIT,280,unrelated
41,Islamic State releases video apparently showing the beheading of missing US journalist James Foley,880,discuss
42,Rumors of ISIS leader's death debunked,511,unrelated
43,"No, Pumpkin Spice Condoms Are Not A Real Thing",1481,unrelated
44,Spider Burrows Into Australian Man's Appendix Scar (VIDEO),959,unrelated
45,Apple Watch launch expected in late March,554,unrelated
46,"Batmobile Stolen From ""Batman v Superman: Dawn of Justice"" Set, Zack Snyder Knows Who Did It",2519,disagree
47,Apple Orders More Than 5 Million Watches for Initial Run,2492,unrelated
48,NYPD to stop arrests for small amounts of marijuana,2483,unrelated
49,US hostage Luke Somers dies after rescue bid,683,agree
50,"Unconfirmed: ISIS Claims Kayla Mueller, American Female Hostage, Is Dead",1337,discuss
51,It’s Okay To Laugh About The Fact That The Vogue Rat Infestation is Getting Worse,725,unrelated
52,Apple may launch 12-inch MacBook Air with Retina Display,1347,unrelated
53,Seven girls fall pregnant after five day school trip in Bosnia and Herzegovina,2508,agree
54,"Wife, child of Islamic State head Abu Bakr al-Baghdadi held in Lebanon, officials say",404,unrelated
55,Lynch mob use butcher's meat cleaver to castrate rapist they caught attacking teenage girl in alleyway in Indian city,1022,agree
56,"Christian Bale in talks to play Steve Jobs for Sony, Danny Boyle",630,unrelated
57,Meteorite strike in Nicaragua puzzles experts,1913,agree
58,Jeh Johnson shoots down Duncan Hunter's assertion IS is entering U.S. via Mexico,1764,agree
59,Video shows ISIL beheading of photojournalist James Foley,2524,agree
60,"No, Jordan's King Abdullah II is not personally flying planes against Isis",773,unrelated
61,Video shows ISIL beheading of photojournalist James Foley,2109,unrelated
62,Man chops off own penis after being dumped by his girlfriend,633,unrelated
63,Missing American journalist reportedly beheaded by Islamic State ,11,unrelated
64,Christian Bale in Talks to Play Steve Jobs in Danny Boyle's Biopic,2017,discuss
65,US officials: Video shows American's execution,1569,unrelated
66,"Reports Isis fighters have contracted Ebola are 'incorrect', says Iraqi health ministry",1948,unrelated
67,Matt Taibbi Disappears From Omidyar’s First Look Media,777,unrelated
68,#Hairgate: iPhone 6 users say device pulls out hair,1107,unrelated
69,'Feminist' Lana 'Aborts Baby Because It's A Boy' And Is Surprised By Backlash,1120,unrelated
70,Senator: Detainees swapped for Bergdahl have contacted militants,1603,unrelated
71,#RIPFidel fuels false rumors of Cuban leader's death after another Fidel Castro dies,892,unrelated
72,Boston.com pulls story accusing prof of sending ‘racist’ emails,1266,unrelated
73,Officials: Report That Area Town Is Under Ebola Quarantine Is False,1627,unrelated
74,"Comfort eating? Chinese woman, 26, spends an entire WEEK in KFC after being dumped by boyfriend",568,unrelated
75,ISIS Reportedly Beheads U.S. Journalist James Wright Foley on Camera,2147,discuss
76,Nigeria Boko Haram blamed for raids despite truce claim,1541,unrelated
77,IS militant 'Jihadi John' named as Mohammed Emwazi from London,472,unrelated
78,"Man cuts off manhood, throws it in the bin, after girlfriend leaves over small penis",2496,agree
79,"Kim Jong-un Broke Both Ankles and Is Hospitalized, Report Claims",2022,discuss
80,"Piper Jaffray pegs stainless steel Apple Watch price at $499, Edition at $4,999",2092,discuss
81,"Vice Media Chief Said to Pay $300,000 for Dinner for 30",2042,unrelated
82,That Boko Haram Ceasefire in Nigeria Isn’t A Ceasefire,1099,agree
83,Man Chops Off and Throws Away His Small Penis After Bad Breakup,908,unrelated
84,"In Kim Jong Un's absence, his sister may rule. Or not.",490,unrelated
85,BREAKING Gill Rosenberg former IDF soldier was captured by ISIS,2142,disagree
86,A New iOS 8 Bug Can Delete All Of Your iCloud Documents,1413,unrelated
87,Was Alleged Audio of Michael Brown Shooting on CNN a Hoax?,2313,unrelated
88,"Iraq claims ISIS leader al-Baghdadi’s wife has NOT been arrested, despite Lebanon insisting woman detained at border told them she was Islamist extremist’s spouse",1789,unrelated
89,Boyfriend cuts off his penis and throws it in the bin after girlfriend dumps him for being bad in bed,503,agree
90,Media reports identify Londoner as Islamic State's ‘Jihadi John’,1308,unrelated
91,Attorney: New audio reveals pause in gunfire when Michael Brown was shot,776,unrelated
92,New Audio Shows Michael Brown Was Shot at 11 Times,1034,unrelated
93,'The youngest martyr - the cub of al-Baghdadi': ISIS boasts a 10-year-old fighter has been killed as he went into battle with his father in Syria,1024,discuss
94,Who Is Michael Zehaf-Bibeau? Ottawa Shooter Suspect Identified By Canadian Officials ,804,unrelated
95,HBO and Apple in Talks for $15/Month Apple TV Streaming Service Launching in April,527,unrelated
96,‘Evil straight from the pits of hell': American journalist James Foley reportedly beheaded by ISIS,1034,unrelated
97,Christian Bale will not play Steve Jobs,1368,unrelated
98,Tropical spider 'burrowed under man's skin through scar' - video report,2009,unrelated
99,Expert casts doubt on Bunbury man Dylan Thomas’s burrowing stomach-spider story,1057,agree
100,Mohammed Emwazi: Man identified as Isis killer 'Jihadi John' was 'stopped by MI5' while on safari holiday in Africa in 2010,1933,unrelated
101,Robert Plant Reportedly Tears Up $800 Million Led Zeppelin Reunion Contract,2133,unrelated
102,Rapper identified as James Foley's executioner: reports,1649,unrelated
103,KIM DINE WITH ME: Porky president Kim Jong-un to open UK restaurant serving DOG,2418,discuss
104,US airstrike targets Al Shabaab leader Ahmed Abdi Godane in Somalia,2268,unrelated
105,The 'cub of Baghdadi': Has this boy become the youngest victim of Isis’s use of child soldiers?,1336,unrelated
106,New York City Plans to End Arrests for Possession of Small Amounts of Marijuana,269,unrelated
107,Turkish Leader Says U.S. Airdrop Aided ISIS Militants,104,unrelated
108,"Jess Smith, 19, Claims She Was Teletubbies' Giggling Baby: What Did She Get Paid?",2328,unrelated
