,Headline,Body ID,Stance
0,"Dead for 48 minutes, this Catholic Priest claims God is female",887,unrelated
1,Islamic State claims it executed American photojournalist James Foley,1251,unrelated
2,Jihadi John ‘identified as British man from West London’,1543,unrelated
3,"#Daysofdarkness: No, There Won't Be Six Days Of Darkness In December",506,agree
4,"Thanks Uncle Sam, we have your weapons airdrop: ISIS taunts America over intercepted weapons meant for Kurds",913,unrelated
5,NASA Raises Doubts About Reports of Nicaraguan Meteorite,2475,agree
6,"Sorry, Fido. Pope Francis did NOT say our pets are going to heaven",472,unrelated
7,Bird defecates on Vladimir Putin during speech (video),2472,unrelated
8,Kidnapped Nigerian schoolgirls: Government claims ceasefire deal with Boko Haram that will bring missing girls home,1697,unrelated
9,This Woman Exposed Her Cheating Boyfriend With A Brilliant Christmas Gift,1939,unrelated
10,"White House Fence Jumper Got Farther Than Previously Thought, Sources Say",1840,discuss
11,Two blokes dared to eat 20-year-old burger for charity,1806,unrelated
12,Nicaragua asks U.S. for help investigating meteorite crater,1622,discuss
13,Weather Reporter Caught Writing His Name In The Snow Was NOT Ready To Go On Camera (UPDATED),1319,agree
14,"Man chops off his own penis, throws it in the trash after getting dumped for bad bedroom skills",2330,unrelated
15,Matt Taibbi on leave of absence from First Look Media,1761,unrelated
16,Small Meteorite Strikes in Nicaragua's Capital City of Managua,1213,disagree
17,Man discovers spider living under his skin during Bali vacation,2175,unrelated
18,Marijuana May Soon Spark Just a Ticket in New York,2163,discuss
19,Seven girls fall pregnant after five day school trip in Bosnia and Herzegovina,2304,discuss
20,Woman Stays In KFC For A Week To Get Over Her Break-Up,2414,agree
21,Boko Haram denies truce to release kidnapped schoolgirls,381,unrelated
22,"Homeless man who became a YouTube sensation after spending $100 on food for his beggar friends gets a surprise Christmas meal, makeover and night in a hotel in new video... but is it all a hoax by a 'serial prankster'?",676,unrelated
23,Pants on Fire: Duncan Hunter makes unconfirmed claim Border Patrol caught at least 10 ISIS fighters,2458,unrelated
24,North Korea dictator Kim Jong-un 'set to open a new restaurant in SCOTLAND',1336,unrelated
25,Cheese addiction breaks Kim Jong-un's ankles,2329,unrelated
26,'They ate through the ceilings and pooped on the keyboards': Rats are 'taking over' Vogue's new World Trade Center office and Anna Wintour 'no longer wants to work there',29,unrelated
27,Matt Taibbi takes a leave of absence from First Look Media,1681,unrelated
28,Wife and son of Isil leader Abu Bakr al-Baghdadi 'detained at Lebanon border',1192,discuss
29,Christian Bale will not play Steve Jobs,2211,agree
30,ISIS Video Claims to Show Beheading of British Hostage,2348,discuss
31,Nicaragua says meteorite probable cause of blast in capital,1825,discuss
32,Shocking! Chinese parents sell their son to fund for daughter’s Cancer treatment,1776,unrelated
33,"12in Retina MacBook Air release date rumours: All-new 12in MacBook Air design for 2015, launching at WWDC?",1545,unrelated
34,ISIS Claims To Have Captured US Airdrop Weapons,1239,unrelated
35,"Paradise is open to all, even dogs, Pope tells boy",2302,unrelated
36,Rapper identified as James Foley's executioner: reports,1303,unrelated
37,Islamic State claims to have beheaded American journalist,1569,unrelated
38,Al-Shabab leader who ordered Kenya mall massacre believed killed in US drone attack in Somalia,2125,unrelated
39,Kim Jong-un relying on ‘cobra wine’ after problems with trouser snake,2056,unrelated
40,Islamic State reports youngest jihadist 'martyred' in battle,2116,unrelated
41,Terror Leader Ahmed Abdi Godane Killed in U.S. Strike,60,unrelated
42,Founding Fathers-Era Time Capsule Found in Boston,345,unrelated
43,"Nigeria claims deal with Boko Haram on ceasefire, kidnapped girls",1885,discuss
44,LOL: RICH JOHNSTON SAYS THE BATMOBILE HAS BEEN STOLEN IN DETROIT,2519,discuss
45,Journalist James Wright Foley reportedly beheaded by ISIS,1721,discuss
46,"Oh Hey, Paul Rudd Was One Of The Dallas Airport Homophobe Heroes, No Big",1853,unrelated
47,Cheese blamed for North Korean leader Kim Jong-un's broken ankles,1646,unrelated
48,Video Purports to Show Beheading of American Journalist,1982,unrelated
49,"No, Saudi TV Didn't Blur Out Michelle Obama's Face When the President Met King Salman",691,agree
50,Missing jetliners raise fear of new 9/11-style attacks after Libyan airport falls to Islamic militants,653,agree
51,Mohammed Emwazi: Man identified as Isis killer 'Jihadi John' was 'stopped by MI5' while on safari holiday in Africa in 2010,403,unrelated
52,‘Evil straight from the pits of hell': American journalist James Foley reportedly beheaded by ISIS,1299,unrelated
53,Durex is not confirming or denying rumors of a “pumpkin spice” condom,724,discuss
54,"Is Kim Jong-un's Sister, Kim Yo-jong, Running North Korea In His Mysterious Absence?",817,discuss
55,'Jihadi John' identified: ISIS killer named as Mohammed Emwazi from West London,1939,discuss
56,Obama denounces killing of journalist James Foley and pledges ‘justice’,704,unrelated
57,SEE IT: NBC meteorologist Mike Seidel appears to relieve himself during broadcast; network says he was looking for phone,205,unrelated
58,LOL: RICH JOHNSTON SAYS THE BATMOBILE HAS BEEN STOLEN IN DETROIT,1311,unrelated
59,Israeli Canadian fighting ISIS posts on Facebook: I'm safe and secure,2445,unrelated
60,Kim Jong-un: obese leader 'fractured both ankles',1095,discuss
61,It’s About To Get Harder To Be Arrested For Pot Possession In New York City,1839,unrelated
62,Kim Had Ankle Surgery:  Source,1549,unrelated
63,Nigeria Boko Haram blamed for raids despite truce claim,2045,unrelated
64,Pope Francis tells boy whose dog had died that heaven is open to all,2473,unrelated
65,ISIS Getting Ebola,75,unrelated
66,Video: Marine survives Taliban sniper headshot thanks to helmet,2360,agree
67,The Guy Who Said a Spider Burrowed Under His Skin? Experts Say…,1271,unrelated
68,Guantanamo detainee freed in Bowe Bergdahl swap 'back to terrorism',527,unrelated
69,HBO in talks with Apple to be launch partner for coming web service 'HBO Now',477,unrelated
70,Large space object slams Nicaragua’s capital as asteroid passes Earth,388,unrelated
71,Christian Bale Is Steve Jobs,1077,unrelated
72,Kim Had Ankle Surgery:  Source,1081,discuss
73,"Jess Smith, 19, Claims She Was Teletubbies' Giggling Baby: What Did She Get Paid?",769,discuss
74,Sergeant-at-Arms stopped shooter on Parliament Hill,1568,unrelated
75,Nationwide turkey recall? Ebola-infected birds? USDA debunks the hoax,2171,unrelated
76,Christian Bale in Talks to Play Steve Jobs (Exclusive),254,unrelated
77,Unconfirmed reports claim Canadian-Israeli Gill Rosenberg captured by ISIS,1224,unrelated
78,Macaulay Culkin dead: The death hoax is once again on the child actor,722,unrelated
79,Vladimir Putin’s Motorcade Looks Like A Massive Knob,303,unrelated
80,Media outlets identify 'Jihadi John',1939,discuss
81,Dylan Thomas Finds Tropical Spider Burrowed Under Skin,2045,unrelated
82,Graphic Photo: Oliver Ilic Uses Razor Blade To Slice Off Own Manhood After Girlfriend Broke Up With Him,1400,unrelated
83,"Sadly, Pumpkin Spice Condoms Aren't A Thing After All",269,unrelated
84,"SMALL METEORITE STRIKES NICARAGUA, GOVERNMENT SAYS",1249,discuss
85,Macaulay Culkin Dead: Internet Death Hoax Claims Actor Found Dead In Apartment,45,unrelated
86,ISIS Militant “Jihadi John” Identified As Young West Londoner,650,unrelated
87,"Vice Media CEO Shane Smith Spent $300,000 on Las Vegas Dinner (Report)",2251,unrelated
88,WHO says reports of suspected Ebola cases in Iraq are untrue,992,agree
89,Saudis Say Michelle Obama Not Blurred on TV,1342,unrelated
90,20-year-old burger: McDonald's Quarter Pounder looks eerily new after 2 decades,1806,unrelated
91,Ottawa shooting: Sergeant-at-arms Kevin Vickers hailed a hero for shooting rampaging gunman,2113,discuss
92,Iraqi airstrike kills key ISIL leader,1255,unrelated
93,"SEE IT: ISIS militants caught trying to cross border into Texas, Congressman claims",2296,unrelated
94,Breaking: Soldier shot at National War Memorial in Ottawa,2020,unrelated
95,Weather Channel’s Mike Seidel was not caught with his pants down,1926,agree
96,"Apple Media Event Rumored for Late February, Apple Watch and 12"" MacBook Air Likely Topics [Updated]",1832,unrelated
97,BREAKING: British-born hostage 'KILLED in failed rescue attempt',205,unrelated
98,"Don't forget to tip...especially if you spend $300,000",1839,unrelated
99,Obama: murder of James Foley 'shocks the conscience of the entire world',1385,unrelated
100,James Foley Killer ‘Jihadi John’ Believed to Be Former London Rapper Abdel-Majed Abdel Bary,125,unrelated
101,Mexico Student Massacre Update: More Graves Discovered At Murder Site,1213,unrelated
102,Nicaragua Meteorite Impact Theory May Be Meteor-wrong,2475,agree
103,Kevin Vickers Hailed As Hero For Reportedly Shooting Gunman Inside Parliament,1631,discuss
104,Nicaraguan commission on possible meteorite crash presents rock samples,10,unrelated
105,Boko Haram 'ceasefire' doubts after attacks reported in Nigeria,1821,agree
106,"UBS survey finds 10% of consumers want a smartwatch, expects 24M Apple Watch sales in fiscal 2015",568,unrelated
107,"L. Jinny? Abdel-Majed Abdel Bary, UK Rapper, Suspected in James Foley Killing: Reports",1303,unrelated
108,Mum Offers to Sell Twin Boy to Save Twin Girl,886,agree
109,"‘Teletubbies’ Sun Baby: Fans Freak Out Over Jess Smith, 19",565,unrelated
110,'Spiderman' squished: Experts debunk claims,513,unrelated
111,ISIL video claims beheading of kidnapped journalist James Foley,1549,unrelated
112,Report: Michael Phelps’ Tinder ‘Girlfriend’ Was Born Male; “We Made Love During Halftime”,1524,unrelated
113,UPDATE: BATMAN v SUPERMAN Batmobile Reportedly Stolen By (Shocker!) Detroit Locals,734,unrelated
114,"No, Banksy has not been arrested (sigh)",1884,agree
115,New Audio Reveals Pause in Gunfire When Michael Brown Was Shot: Attorney,917,unrelated
116,Report: A Radically Redesigned 12-Inch MacBook Air Is Coming,225,unrelated
117,ISIL allegedly kills US journalist in video,1857,unrelated
118,Texas City plumber's truck ends up in Syrian war,1786,unrelated
119,Report: Christian Bale Will Play Steve Jobs,1234,unrelated
120,"White House Fence Jumper Got Farther Than Previously Thought, Sources Say",1365,discuss
121,Islamic State releases video apparently showing the beheading of missing US journalist James Foley,2115,unrelated
122,North Korean leader Kim Jong-un to open restaurant in Scotland,955,unrelated
123,"Gill Rosenberg, Canadian-Israeli Woman Feared Kidnapped By ISIS, Says She's Safe",777,unrelated
124,Boko Haram Denies Nigeria Cease-Fire Claim,1372,unrelated
125,Al-Shabaab co-founder confirmed killed by US air strike in Somalia,527,unrelated
126,Ferguson riots: audio may have captured Michael Brown shooting,2187,unrelated
127,Man has his PENIS cut off by angry mob after 'attempted rape' of teenager,1256,unrelated
128,Lebanon detains wife and son of Al-Baghdadi,691,unrelated
129,SHOCK CLAIM: PGA Golfer Says Tiger Woods Is Suspended For Failed Drug Test,1212,unrelated
130,Report: Apple Watch to Ship in March,752,discuss
131,Michael Brown shooting audio caught on tape?,1692,discuss
132,ADVISORY-Islamist rebel leader killed in U.S. strike - Somali government,550,unrelated
133,The @FoxNewsPress Account Tweeting Lawsuit Threats Is a Fake,804,unrelated
134,ISIS Claims To Have Captured US Airdrop Weapons,2009,unrelated
135,"Reports Isis fighters have contracted Ebola are 'incorrect', says Iraqi health ministry",75,unrelated
136,Al-Shabaab co-founder confirmed killed by US air strike in Somalia,941,unrelated
137,Report: A Radically Redesigned 12-Inch MacBook Air Is Coming,2039,discuss
138,New Audio Shows Michael Brown Was Shot at 11 Times,958,unrelated
139,SHOCK CLAIM: PGA Golfer Says Tiger Woods Is Suspended For Failed Drug Test,1867,unrelated
140,Monster catfish which looks big enough to swallow a man whole caught in Italy,204,unrelated
141,Isilkulskom student has gained superhero powers after shock,244,unrelated
142,Report: US Drones Over Syria Looking for ISIS Leader Abu Bakr al-Baghdadi,1400,unrelated
143,ISIS Reportedly Beheads U.S. Journalist James Wright Foley on Camera,2524,discuss
144,Report: Audio Reveals Pause Between Gunshots When Michael Brown Was Shot,2313,unrelated
145,"North Korean leader Kim Jong Un had ankle surgery, report says",324,unrelated
146,That Was Fast: Christian Bale Bails on Steve Jobs Biopic,1658,unrelated
147,Nun who had no idea she was pregnant gives birth after going to hospital with stomach pains,1828,discuss
148,Pentagon: ISIS seized materials airdropped to Kurds,1648,unrelated
149,"North Korea leader Kim is still in charge, has injured leg: source",2230,discuss
150,High school student scores $72M playing the stock market,1205,unrelated
151,Brian Williams Demands Apology From Social Media Over Erroneous Urination Reports (Video),2092,unrelated
152,NBC weatherman caught urinating in the woods live on air,2185,unrelated
153,"Managua explosion not a meteorite, NASA suggests",1622,discuss
154,ISIS leader ‘killed’ in US airstrikes,220,unrelated
155,Meteor Leaves 40-Foot Crater Near Managua's Airport,1413,unrelated
156,"Rumor: Stainless Steel Apple Watch Will Cost $500, Gold $4,000",403,unrelated
157,Macaulay Culkin dead hoax: Fake death report spreads on social networks,2022,unrelated
158,"Apple Media Event Rumored for Late February, Apple Watch and 12"" MacBook Air Likely Topics [Updated]",662,unrelated
159,Michael Phelps' self-proclaimed girlfriend says she was born a BOY and reveals 'amazing' sex with Olympian,1342,agree
160,Somalia Shebab chief Ahmed Abdi Godane likely dead in US strike: Source,1869,unrelated
161,Oscar winner Christian Bale to play Steve Jobs in upcoming biopic,571,unrelated
162,Apple Watch Gold Edition rumored to be priced at $1200: Will you buy?,382,unrelated
163,"PGA Tour Pro Claims Tiger Woods Is Currently Suspended For PEDs, Compares Him To Lance Armstrong",1589,unrelated
164,Missing American journalist reportedly beheaded by Islamic State ,2287,unrelated
165,"James Foley: American Journalist, James Wright Foley Beheaded in New ISIS Video [Breaking News]",608,discuss
166,Alleged audio of Michael Brown shooting released,1628,unrelated
167,"James Foley, Missing American Photojournalist, Reportedly Executed By ISIS In Syria",1642,unrelated
168,Alleged Ottawa gunman: What we know so far about Michael Zehaf-Bibeau,882,unrelated
169,Was Heart-Tugging Viral Video Of Generous Homeless Man All A Hoax?,2240,unrelated
170,WHO ‘probing’ whether ISIS fighters got Ebola,1778,discuss
171,ISIS Claims to Have Intercepted Supplies From U.S. Airdrop,2176,unrelated
172,The Apple Watch has a low-power mode that only tells the time,388,unrelated
173,North Korea dictator Kim Jong-un undergoes surgery after breaking both ankles on military tour,2441,unrelated
174,"David Haines Beheaded By ISIS, Execution Video Contains Threats Against UK: Reports",1182,agree
175,"Catholic Priest Dead For 48 Minutes, Is Miraculously Revived – His Revelations About God Are Even More Shocking",2377,unrelated
176,Islamic State killer 'Jihadi John' named as Mohammed Emwazi,1374,agree
177,'Jihadi John' identified: ISIS killer named as Mohammed Emwazi from West London,2268,unrelated
178,"UK spies identify Foley’s killer, Abdel-Majed Abdel Bary a key suspect",1237,unrelated
179,Libya: Missing Libya Planes Spark Security Concerns,846,unrelated
180,"Gill Rosenberg, Canadian citizen, reportedly captured by ISIS in Syria",1224,unrelated
181,"Kim Yo Jong, Kim Jong-Un’s Sister, Takes Control of North Korea While Brother Gets Treatment?",1562,unrelated
182,North Korea dictator Kim Jong-un undergoes surgery after breaking both ankles on military tour,1837,unrelated
183,Nun gives birth to surprise baby after complaining of stomach pains,2492,agree
184,Mexican cartel leader kills self; bodies in grave not missing students,2360,unrelated
185,Taylor Lianne Chandler: Everything you need to know about Michael Phelps’ intersex girlfriend,2322,discuss
186,Fisherman lands 19 STONE catfish which could be biggest in world to be hooked,698,unrelated
187,Led Zeppelin’s Robert Plant ripped up a $924 million reunion contract,258,disagree
188,#RIPFidel fuels false rumors of Cuban leader's death after another Fidel Castro dies,2506,discuss
189,IRAQI HEALTH OFFICIAL: EBOLA HAS KILLED 5 ISIS FIGHTERS,225,unrelated
190,Schoolboy almost killed by electric shock claims he now has superpowers like Magneto,244,unrelated
191,"Suspected meteorite leaves crater in Managua, is linked to asteroid",345,unrelated
192,"Reports: Jihadists Steal Commercial Jets, Raise 9/11 Fears",2010,discuss
193,#HairGate: iPhone 6 Customers Are Complaining That The Phone Is Ripping Out Their Hair,2276,discuss
194,ISIS fighters 'have contracted Ebola': World Health Organisation investigating reports militants showed up at Iraqi hospital with lethal disease,1821,unrelated
195,"Fidel Castro Rumors Sweep Internet, but No Sign in Cuba",1010,unrelated
196,"At CBS Detroit, Fan Site 'Scuttlebutt' Is Enough to Publish Batmobile Rumor",280,unrelated
197,"Hoax Alert: Father O’Neal, Who Has Met God and Thinks She’s a Woman, Is Made Up (Just Like God Herself)",678,unrelated
198,Marijuana Law New York: How No-Arrest Policy Could Make Things Worse For Minor Offenders ,139,unrelated
199,Tropical spider burrowed under Bali tourist's skin,1500,unrelated
200,"Tropical spider burrows under man's skin, lives there for three days",818,agree
201,Tourist wakes to find strange red trail on his stomach - and discovers a spider has burrowed through his appendix scar and crawled UNDER his skin while on holiday in Bali,244,unrelated
202,"Obama, Outraged Over Beheading, Vows to Stay on Course",2115,unrelated
